,start_time,end_time,line,value,duration,tracks,laugh_start,laugh_end,start_sec,end_sec
0,"00:00:06,006","00:00:06,923",[applause],1,1.4399999999999995,"#0, ","6.98, ","8.42, ",6.01,6.92
1,"00:00:08,717","00:00:10,844","[male presenter] Ladies and gentlemen, please welcome...",1,13.049999999999999,"#1, ","10.31, ","23.36, ",8.72,10.84
2,"00:00:10,927","00:00:12,846",Bert Kreischer.,0,0.0,,,,10.93,12.85
3,"00:00:12,929","00:00:14,014",[applause],0,0.0,,,,12.93,14.01
4,"00:00:14,097","00:00:15,515",[rock music playing],2,24.14,"#2, #3, ","27.6, 34.55, ","33.42, 52.87, ",14.1,15.52
5,"00:00:23,648","00:00:25,483",[crowd cheering and applauding],0,0.0,,,,23.65,25.48
6,"00:00:36,036","00:00:36,953",[crowd cheering louder],0,0.0,,,,36.04,36.95
7,"00:00:46,629","00:00:47,964",Oh.,0,0.0,,,,46.63,47.96
8,"00:00:49,591","00:00:50,425",Yes.,0,0.0,,,,49.59,50.42
9,"00:00:50,508","00:00:51,509",[crowd cheering],0,0.0,,,,50.51,51.51
10,"00:00:52,010","00:00:54,179","Yeah, lower your expectations, Philly.",1,2.210000000000001,"#4, ","53.4, ","55.61, ",52.01,54.18
11,"00:00:54,262","00:00:55,263",[audience laughing],0,0.0,,,,54.26,55.26
12,"00:00:55,346","00:00:57,515",We're just getting drunk and telling secrets.,1,0.8600000000000065,"#5, ","57.73, ","58.59, ",55.35,57.52
13,"00:00:57,599","00:00:58,433",[laughing],1,1.2100000000000009,"#6, ","62.18, ","63.39, ",57.6,58.43
14,"00:00:58,516","00:01:02,187",[coughs] Secret time. [laughs],0,0.0,,,,58.52,62.19
15,"00:01:03,438","00:01:05,148","Secret time: when I get out of the shower,",0,0.0,,,,63.44,65.15
16,"00:01:05,231","00:01:08,068",I dry my asshole on the bed. Bam! Secret time.,1,0.980000000000004,"#7, ","67.41, ","68.39, ",65.23,68.07
17,"00:01:08,151","00:01:09,319",[laughing],0,0.0,,,,68.15,69.32
18,"00:01:11,112","00:01:14,199","Secret time: sometimes when I wipe my ass, I spit on the toilet paper.",0,0.0,,,,71.11,74.2
19,"00:01:14,282","00:01:16,743",It's called an Alabama Wet Wipe. Secret time.,1,0.7700000000000102,"#8, ","76.02, ","76.79, ",74.28,76.74
20,"00:01:16,826","00:01:18,036",[laughter and cheers],1,3.6799999999999926,"#9, ","78.87, ","82.55, ",76.83,78.04
21,"00:01:20,455","00:01:21,456",[laughing],0,0.0,,,,80.45,81.46
22,"00:01:22,791","00:01:25,585","Secret time: when my wife has an orgasm, she looks like Elvis.",0,0.0,,,,82.79,85.58
23,"00:01:25,668","00:01:28,671",[moans and laughs],1,2.4200000000000017,"#10, ","87.86, ","90.28, ",85.67,88.67
24,"00:01:30,590","00:01:31,800",Secret time.,1,2.049999999999997,"#11, ","91.72, ","93.77, ",90.59,91.8
25,"00:01:32,092","00:01:34,094",-[laughs] -[audience laughing],0,0.0,,,,92.09,94.09
26,"00:01:34,677","00:01:35,804",I love my wife. Er...,0,0.0,,,,94.68,95.8
27,"00:01:38,556","00:01:40,642","Sometimes, when my wife's blowing me,",0,0.0,,,,98.56,100.64
28,"00:01:41,935","00:01:44,395",I feel like she's gagging for the wrong reason.,0,0.0,,,,101.94,104.39
29,"00:01:44,479","00:01:45,688",[crowd laughing],0,0.0,,,,104.48,105.69
30,"00:01:50,235","00:01:51,611",[crowd continues laughing],0,0.0,,,,110.23,111.61
31,"00:01:52,320","00:01:53,822",Down there trying to hold it together,0,0.0,,,,112.32,113.82
