,start_time,end_time,line,value,duration,tracks,laugh_start,laugh_end,start_sec,end_sec
0,"00:00:13,296","00:00:16,005",<i>♪ Sometimes I feel so happy ♪</i>,0,0.0,,,,13.3,16.0
1,"00:00:19,463","00:00:21,588",<i>♪ Sometimes I feel so sad ♪</i>,0,0.0,,,,19.46,21.59
2,"00:00:25,005","00:00:27,296",<i>♪ Sometimes I feel so happy ♪</i>,0,0.0,,,,25.0,27.3
3,"00:00:29,088","00:00:32,838",<i>♪ But mostly you just make me mad ♪</i>,0,0.0,,,,29.09,32.84
4,"00:00:35,296","00:00:38,796","<i>♪ Baby, you just make me mad ♪</i>",0,0.0,,,,35.3,38.8
5,"00:00:42,838","00:00:47,255",<i>♪ Linger on ♪</i>,0,0.0,,,,42.84,47.26
6,"00:00:47,880","00:00:50,880",<i>♪ Your pale blue eyes ♪</i>,0,0.0,,,,47.88,50.88
7,"00:00:54,505","00:00:56,171",<i>♪ Linger on ♪</i>,1,3.1199999999999974,"#0, ","56.61, ","59.73, ",54.51,56.17
8,"00:00:58,171","00:01:00,046",<i>Aziz Ansari's </i>Right Now!,1,4.689999999999998,"#1, ","60.33, ","65.02, ",58.17,60.05
9,"00:01:00,755","00:01:03,838",<i>Aziz Ansari!</i>,1,1.0999999999999943,"#2, ","65.23, ","66.33, ",60.76,63.84
10,"00:01:08,713","00:01:11,171",<i>♪ Thought of you as my mountaintop ♪</i>,0,0.0,,,,68.71,71.17
11,"00:01:14,546","00:01:16,713",<i>♪ Thought of you as my peak ♪</i>,1,1.1500000000000057,"#3, ","78.97, ","80.12, ",74.55,76.71
12,"00:01:20,505","00:01:22,963",<i>Thought of you as everything</i>,1,1.5100000000000051,"#4, ","83.41, ","84.92, ",80.5,82.96
13,"00:01:25,255","00:01:28,005",<i>I've had but couldn't keep</i>,0,0.0,,,,85.25,88.0
14,"00:01:31,046","00:01:33,880",<i>I've had but couldn't keep</i>,1,0.6899999999999977,"#5, ","92.17, ","92.86, ",91.05,93.88
15,"00:01:33,963","00:01:37,171",Thank you. Thank you very much!,2,9.260000000000005,"#6, #7, ","95.0, 97.08, ","96.55, 104.79, ",93.96,97.17
16,"00:01:37,588","00:01:38,963",Thank you. Thanks.,0,0.0,,,,97.59,98.96
17,"00:01:40,713","00:01:43,463",I appreciate that. Thank you so much.,0,0.0,,,,100.71,103.46
18,"00:01:43,796","00:01:45,838",Take a seat. Take a seat.,0,0.0,,,,103.8,105.84
19,"00:01:46,255","00:01:47,171",Thanks so much.,0,0.0,,,,106.25,107.17
