,start_time,end_time,line,value,duration,tracks,laugh_start,laugh_end,start_sec,end_sec
0,"00:00:12,913","00:00:17,317","<font color=""#ffff00"">[announcer] Ladies and gentlemen, the next president of the United States of America:</font>",0,0.0,,,,12.91,17.32
1,"00:00:17,384","00:00:19,152","<font color=""#ffff00"">Rodney Carrington!</font>",0,0.0,,,,17.38,19.15
2,"00:00:19,219","00:00:21,788","<font color=""#ffff00"">[cheering]</font>",1,1.8299999999999983,"#2, ","24.21, ","26.04, ",19.22,21.79
3,"00:00:24,291","00:00:25,292","<font color=""#ffff00"">How are you?</font>",1,3.5700000000000003,"#3, ","27.16, ","30.73, ",24.29,25.29
4,"00:00:27,194","00:00:28,462","<font color=""#ffff00"">Hi, everybody.</font>",0,0.0,,,,27.19,28.46
5,"00:00:28,529","00:00:30,898","<font color=""#ffff00"">[whistling, cheering]</font>",0,0.0,,,,28.53,30.9
6,"00:00:30,964","00:00:33,433","<font color=""#ffff00"">Do not adjust your glasses.</font>",1,2.129999999999999,"#4, ","31.55, ","33.68, ",30.96,33.43
7,"00:00:34,501","00:00:36,403","<font color=""#ffff00"">I'm this goddamn fat, alright?</font>",1,4.359999999999999,"#5, ","38.3, ","42.66, ",34.5,36.4
8,"00:00:36,470","00:00:38,105","<font color=""#ffff00"">[laughter]</font>",0,0.0,,,,36.47,38.1
9,"00:00:39,406","00:00:43,110","<font color=""#ffff00"">I... I used to look at fat people and go,</font>",0,0.0,,,,39.41,43.11
10,"00:00:43,176","00:00:46,980","<font color=""#ffff00"">""How in the hell did you let yourself get like that?""</font>",0,0.0,,,,43.18,46.98
11,"00:00:47,414","00:00:49,716","<font color=""#ffff00"">And then I just went out and found out for myself.</font>",2,2.1999999999999957,"#6, #7, ","47.63, 51.58, ","49.15, 52.26, ",47.41,49.72
12,"00:00:51,718","00:00:53,987","<font color=""#ffff00"">I got divorced about four years ago.</font>",0,0.0,,,,51.72,53.99
13,"00:00:54,454","00:00:57,257","<font color=""#ffff00"">And you don't know how important it is</font>",0,0.0,,,,54.45,57.26
14,"00:00:58,225","00:01:02,262","<font color=""#ffff00"">to have somebody in your life, around eight or nine o'clock at night,</font>",0,0.0,,,,58.23,62.26
15,"00:01:02,329","00:01:04,031","<font color=""#ffff00"">to say, ""Don't eat that.""</font>",1,0.6200000000000045,"#8, ","62.94, ","63.56, ",62.33,64.03
16,"00:01:05,399","00:01:08,602","<font color=""#ffff00"">""You do not need to be eating chocolate cake this time of night.""</font>",1,2.480000000000004,"#9, ","68.82, ","71.3, ",65.4,68.6
17,"00:01:09,202","00:01:11,605","<font color=""#ffff00"">Because when you live by yourself like I do,</font>",0,0.0,,,,69.2,71.61
18,"00:01:11,672","00:01:13,707","<font color=""#ffff00"">and you buy cake, put it in the kitchen...</font>",0,0.0,,,,71.67,73.71
19,"00:01:13,774","00:01:17,077","<font color=""#ffff00"">I'm watching TV at night, the only thing I can think about</font>",1,1.1899999999999977,"#10, ","75.29, ","76.48, ",73.77,77.08
20,"00:01:17,511","00:01:19,646","<font color=""#ffff00"">is how there's a cake in my damn kitchen.</font>",0,0.0,,,,77.51,79.65
21,"00:01:20,814","00:01:22,282","<font color=""#ffff00"">There's a cake in my kitchen.</font>",0,0.0,,,,80.81,82.28
22,"00:01:22,349","00:01:24,651","<font color=""#ffff00"">When you live by yourself you don't need a plate.</font>",0,0.0,,,,82.35,84.65
23,"00:01:25,485","00:01:26,920","<font color=""#ffff00"">You've just got to get a fork.</font>",0,0.0,,,,85.48,86.92
24,"00:01:26,987","00:01:28,121","<font color=""#ffff00"">[laughter]</font>",0,0.0,,,,86.99,88.12
25,"00:01:28,455","00:01:33,994","<font color=""#ffff00"">And you'll eat half, and go, ""Well, fuck, I'm here."" And you eat the other half.</font>",2,1.6199999999999903,"#11, #12, ","88.62, 92.89, ","89.13, 94.0, ",88.45,93.99
26,"00:01:34,061","00:01:36,964","<font color=""#ffff00"">And three months later you're in drawstring britches.</font>",1,2.1299999999999955,"#13, ","96.51, ","98.64, ",94.06,96.96
27,"00:01:37,030","00:01:38,532","<font color=""#ffff00"">[laughter]</font>",0,0.0,,,,97.03,98.53
28,"00:01:38,599","00:01:43,103","<font color=""#ffff00"">When you go to buy jeans and they go, ""What size?"" you go, ""42, 16.""</font>",1,3.0999999999999943,"#14, ","99.89, ","102.99, ",98.6,103.1
29,"00:01:43,604","00:01:45,172","<font color=""#ffff00"">[laughter]</font>",0,0.0,,,,103.6,105.17
30,"00:01:45,238","00:01:47,341","<font color=""#ffff00"">Those are capri pants for fat girls.</font>",1,0.8500000000000085,"#15, ","109.08, ","109.93, ",105.24,107.34
31,"00:01:49,776","00:01:53,914","<font color=""#ffff00"">When you lean down to pull your boots on and you black out, like, ""What the fuck?""</font>",1,2.4199999999999875,"#16, ","114.79, ","117.21, ",109.78,113.91
32,"00:01:53,981","00:01:55,415","<font color=""#ffff00"">[laughter]</font>",0,0.0,,,,113.98,115.42
33,"00:01:56,416","00:01:58,719","<font color=""#ffff00"">...you have to start addressing shit.</font>",1,1.5799999999999983,"#17, ","117.67, ","119.25, ",116.42,118.72
34,"00:02:00,020","00:02:05,325","<font color=""#ffff00"">I cannot remember the last time that I physically washed my feet with my hands.</font>",2,1.9499999999999886,"#18, #19, ","120.7, 125.2, ","122.08, 125.77, ",120.02,125.33
35,"00:02:05,392","00:02:07,561","<font color=""#ffff00"">I just pour shampoo on them and go like that.</font>",0,0.0,,,,125.39,127.56
36,"00:02:08,028","00:02:09,696","<font color=""#ffff00"">[laughter]</font>",0,0.0,,,,128.03,129.7
37,"00:02:09,763","00:02:13,133","<font color=""#ffff00"">You know, I'm just not that motivated right now, folks.</font>",0,0.0,,,,129.76,133.13
38,"00:02:13,567","00:02:16,536","<font color=""#ffff00"">When you get married and, I don't know, when you get divorced,</font>",0,0.0,,,,133.57,136.54
39,"00:02:16,603","00:02:19,072","<font color=""#ffff00"">whoever tells you they take half... they get it all.</font>",1,1.1099999999999852,"#20, ","136.77, ","137.88, ",136.6,139.07
40,"00:02:19,139","00:02:21,541","<font color=""#ffff00"">If you live in this state they get every bit of it.</font>",1,2.4199999999999875,"#21, ","140.37, ","142.79, ",139.14,141.54
41,"00:02:21,742","00:02:23,143","<font color=""#ffff00"">I'm just letting you know.</font>",0,0.0,,,,141.74,143.14
