,start_time,end_time,line,value,duration,tracks,laugh_start,laugh_end,start_sec,end_sec
0,"00:00:08,299","00:00:10,260",[audience laughing],0,0.0,,,,8.3,10.26
1,"00:00:10,343","00:00:13,430","[Norm Macdonald]  Then people go, ""Goddamn, at least he's not a hypocrite.""",1,2.09,"#1, ","13.35, ","15.44, ",10.34,13.43
2,"00:00:13,513","00:00:15,056",[laughter],0,0.0,,,,13.51,15.06
3,"00:00:15,140","00:00:18,018","""You've got to give it to him, that's the worst part of it.""",1,1.490000000000002,"#2, ","17.77, ","19.26, ",15.14,18.02
4,"00:00:18,101","00:00:20,103",[laughter],0,0.0,,,,18.1,20.1
5,"00:00:21,354","00:00:22,355",All right.,1,0.8099999999999987,"#3, ","21.78, ","22.59, ",21.35,22.36
6,"00:00:23,440","00:00:26,568",I ate a pork chop. I don't want to brag or anything like that.,1,1.6000000000000014,"#4, ","26.81, ","28.41, ",23.44,26.57
7,"00:00:26,651","00:00:27,652",[laughter],0,0.0,,,,26.65,27.65
8,"00:00:28,695","00:00:30,822",But it's in my belly right now as we speak.,1,0.7800000000000011,"#5, ","32.16, ","32.94, ",28.7,30.82
9,"00:00:32,866","00:00:35,994",And I realized that you... you eat at a restaurant,0,0.0,,,,32.87,35.99
10,"00:00:36,077","00:00:38,246","different than you eat at home, you know?",0,0.0,,,,36.08,38.25
11,"00:00:38,329","00:00:42,167","Like, at home you would never cook up a pork chop on your skillet, you know,",0,0.0,,,,38.33,42.17
12,"00:00:42,250","00:00:43,793","and make it nice and hot on one side,",0,0.0,,,,42.25,43.79
13,"00:00:43,877","00:00:45,795","then turn it over, make it hot on the other side,",0,0.0,,,,43.88,45.8
14,"00:00:45,879","00:00:48,173",and then cut into it and see how it's going in the middle.,0,0.0,,,,45.88,48.17
15,"00:00:48,256","00:00:53,636","And then you go, ""Man, I'm going to love eating this delicious pork chop.",0,0.0,,,,48.26,53.64
16,"00:00:53,720","00:00:56,598","As soon as it's hot enough to eat, I'll eat it.",0,0.0,,,,53.72,56.6
17,"00:00:56,681","00:00:58,058","But while I'm waiting,",0,0.0,,,,56.68,58.06
18,"00:00:58,141","00:01:00,769","I'm going to eat a big loaf of bread.""",1,0.7800000000000011,"#6, ","60.62, ","61.4, ",58.14,60.77
19,"00:01:00,852","00:01:01,853",[laughter],0,0.0,,,,60.85,61.85
20,"00:01:03,730","00:01:04,856",Who would do that?,0,0.0,,,,63.73,64.86
