,start_time,end_time,line,value,duration,tracks,laugh_start,laugh_end,start_sec,end_sec
0,"00:00:06,006","00:00:07,132","<font color=""#ffff00"">[rock music playing]</font>",4,35.55,"#0, #1, #2, #3, ","9.32, 14.7, 15.73, 17.65, ","10.78, 15.41, 17.14, 49.62, ",6.01,7.13
1,"00:00:20,353","00:00:22,355","<font color=""#ffff00"">[audience cheering]</font>",0,0.0,,,,20.35,22.36
2,"00:00:30,113","00:00:31,114","<font color=""#ffff00"">Thank you.</font>",0,0.0,,,,30.11,31.11
3,"00:00:33,616","00:00:34,659","<font color=""#ffff00"">Thank you.</font>",0,0.0,,,,33.62,34.66
4,"00:00:38,371","00:00:39,205","<font color=""#ffff00"">Thank you.</font>",0,0.0,,,,38.37,39.2
5,"00:00:42,208","00:00:45,211","<font color=""#ffff00"">-Hello, Houston! -[cheering]</font>",0,0.0,,,,42.21,45.21
6,"00:00:46,379","00:00:47,756","<font color=""#ffff00"">[imitates cheering]</font>",0,0.0,,,,46.38,47.76
7,"00:00:48,590","00:00:50,341","<font color=""#ffff00"">Hello, spring.</font>",1,3.6700000000000017,"#4, ","49.78, ","53.45, ",48.59,50.34
8,"00:00:50,425","00:00:52,427","<font color=""#ffff00"">[scattered cheering]</font>",0,0.0,,,,50.42,52.43
9,"00:00:53,386","00:00:54,804","<font color=""#ffff00"">Wait, why'd you quiet down?</font>",0,0.0,,,,53.39,54.8
10,"00:00:56,765","00:00:59,142","<font color=""#ffff00"">Oh, boy. I'm happy to be here.</font>",0,0.0,,,,56.77,59.14
11,"00:00:59,225","00:01:02,645","<font color=""#ffff00"">I have not performed in Houston in over a decade.</font>",0,0.0,,,,59.23,62.65
12,"00:01:02,729","00:01:04,731","<font color=""#ffff00"">So thanks for showing up.</font>",1,0.5399999999999991,"#5, ","63.63, ","64.17, ",62.73,64.73
13,"00:01:04,814","00:01:07,525","<font color=""#ffff00"">Unless I've forgotten and I was here...</font>",1,0.8800000000000097,"#6, ","67.52, ","68.4, ",64.81,67.53
14,"00:01:09,235","00:01:12,739","<font color=""#ffff00"">then it's good to see you again so soon after.</font>",1,0.8800000000000097,"#7, ","72.66, ","73.54, ",69.23,72.74
15,"00:01:14,532","00:01:15,742","<font color=""#ffff00"">What a surprise.</font>",1,0.6599999999999966,"#8, ","75.83, ","76.49, ",74.53,75.74
