,start_time,end_time,line,value,duration,tracks,laugh_start,laugh_end,start_sec,end_sec
0,"00:00:08,133","00:00:10,343",[fire crackling],0,0.0,,,,8.13,10.34
1,"00:00:10,427","00:00:12,429","[announcer] Ladies and gentlemen, please welcome to the stage",0,0.0,,,,10.43,12.43
2,"00:00:12,512","00:00:13,930",Todd Barry.,1,26.809999999999995,"#2, ","12.63, ","39.44, ",12.51,13.93
3,"00:00:14,305","00:00:16,307",[applause and cheering],0,0.0,,,,14.3,16.31
4,"00:00:24,107","00:00:25,066",Thank you.,0,0.0,,,,24.11,25.07
5,"00:00:25,316","00:00:26,609","Oh, my God.",0,0.0,,,,25.32,26.61
6,"00:00:26,901","00:00:28,695",-[cheering continues] -[Todd] Ooh.,0,0.0,,,,26.9,28.7
7,"00:00:28,945","00:00:31,031","[Todd] Oh yeah, that's how you do it.",0,0.0,,,,28.95,31.03
8,"00:00:31,322","00:00:32,407","Oh, my God.",0,0.0,,,,31.32,32.41
9,"00:00:33,408","00:00:34,451",Thank you.,0,0.0,,,,33.41,34.45
10,"00:00:38,121","00:00:39,039",Aah!,0,0.0,,,,38.12,39.04
11,"00:00:39,330","00:00:42,083",Nothing like  that comedy special applause...,1,1.3300000000000054,"#3, ","41.87, ","43.2, ",39.33,42.08
12,"00:00:42,917","00:00:45,628",that you only got when you do a comedy special...,1,1.5300000000000011,"#4, ","45.03, ","46.56, ",42.92,45.63
13,"00:00:45,712","00:00:46,629",[laughter],0,0.0,,,,45.71,46.63
14,"00:00:46,713","00:00:49,007","and never ever, ever else.",1,1.1099999999999994,"#5, ","48.78, ","49.89, ",46.71,49.01
15,"00:00:50,008","00:00:53,762","Kind of a typical Todd Barry front row-- Actually, not... Some women.",1,1.3299999999999983,"#6, ","53.31, ","54.64, ",50.01,53.76
16,"00:00:53,887","00:00:55,180",[laughter],0,0.0,,,,53.89,55.18
17,"00:00:56,306","00:01:00,185","A typical Todd Barry front row is guy by himself, empty chair...",0,0.0,,,,56.31,60.19
18,"00:01:00,935","00:01:02,020","guy by himself,",0,0.0,,,,60.94,62.02
19,"00:01:02,103","00:01:04,939",empty chair with a graphic novel on it...,1,1.2900000000000063,"#7, ","64.69, ","65.98, ",62.1,64.94
20,"00:01:05,065","00:01:06,066",[laughter],0,0.0,,,,65.06,66.07
21,"00:01:06,232","00:01:07,233","guy by himself,",0,0.0,,,,66.23,67.23
22,"00:01:07,317","00:01:08,401",Pop-Tart.,1,1.2199999999999989,"#8, ","68.36, ","69.58, ",67.32,68.4
23,"00:01:08,485","00:01:09,736",[laughter],0,0.0,,,,68.48,69.74
24,"00:01:09,861","00:01:12,280",Guy brings a Pop-Tart from home.,0,0.0,,,,69.86,72.28
