,start_time,end_time,line,value,duration,tracks,laugh_start,laugh_end,start_sec,end_sec
0,"00:00:14,222","00:00:17,475","Sometimes, the funniest thing to say is mean.",0,0.0,,,,14.22,17.48
1,"00:00:18,143","00:00:19,352",You know what I mean?,0,0.0,,,,18.14,19.35
2,"00:00:19,644","00:00:21,688",It's a tough position to be in.,0,0.0,,,,19.64,21.69
3,"00:00:22,230","00:00:24,107","So I say a lot of mean things,",0,0.0,,,,22.23,24.11
4,"00:00:24,190","00:00:25,900",but you guys got to remember.,0,0.0,,,,24.19,25.9
5,"00:00:25,984","00:00:27,736",I'm not saying it to be mean.,0,0.0,,,,25.98,27.74
6,"00:00:27,986","00:00:29,571",I'm saying it because it's funny.,1,1.1499999999999986,"#0, ","29.8, ","30.95, ",27.99,29.57
7,"00:00:31,281","00:00:34,367",And everything's funny till it happens to you.,2,8.380000000000003,"#1, #2, ","35.11, 37.25, ","36.9, 43.84, ",31.28,34.37
8,"00:00:38,913","00:00:39,998",<i>♪ Revelation ♪</i>,0,0.0,,,,38.91,40.0
9,"00:00:41,041","00:00:44,753",<i> Don't stop. Keep on...</i> <i><i> ♪ Sunshine ♪</i></i>,0,0.0,,,,41.04,44.75
10,"00:00:48,256","00:00:49,215",<i>♪ Ecstatic ♪</i>,0,0.0,,,,48.26,49.22
11,"00:00:52,302","00:00:53,303",<i>♪ Flaco ♪</i>,0,0.0,,,,52.3,53.3
12,"00:00:53,386","00:00:54,220",<i>♪ Boogieman ♪</i>,0,0.0,,,,53.39,54.22
13,"00:00:54,304","00:00:56,473",<i>♪ I'm standing in the sun</i> <i>Getting black as I want ♪</i>,0,0.0,,,,54.3,56.47
14,"00:00:56,556","00:00:59,017",<i>♪ You playing good D</i> <i>And that ain't backing me up ♪</i>,0,0.0,,,,56.56,59.02
15,"00:00:59,100","00:01:01,269",<i>♪ Sky woke a baby</i> <i>Ain't no jackin' my hem ♪</i>,0,0.0,,,,59.1,61.27
16,"00:01:01,352","00:01:04,439",<i>♪ I got a whole lot to say</i> <i>So I ain't talking to them ♪</i>,1,0.8899999999999935,"#3, ","63.74, ","64.63, ",61.35,64.44
17,"00:01:04,522","00:01:07,025",<i>♪ I hear knees dropping</i> <i>I turn it up louder ♪</i>,1,6.359999999999999,"#4, ","65.84, ","72.2, ",64.52,67.03
18,"00:01:07,567","00:01:09,736","<i>♪ Black freedom, black genius</i> <i>Black power ♪</i>",0,0.0,,,,67.57,69.74
19,"00:01:10,278","00:01:12,197",<i>♪ Black ink</i> <i>For printing the black dollar ♪</i>,0,0.0,,,,70.28,72.2
20,"00:01:12,280","00:01:13,865",<i>♪ Until I CIA ♪</i>,0,0.0,,,,72.28,73.86
21,"00:01:13,948","00:01:15,116","<i>♪ I say, ""Now what?"" ♪</i>",1,0.8299999999999983,"#5, ","74.24, ","75.07, ",73.95,75.12
22,"00:01:16,910","00:01:17,744",Phew.,0,0.0,,,,76.91,77.74
23,"00:01:17,827","00:01:19,746","Well, it's the last show.",0,0.0,,,,77.83,79.75
24,"00:01:20,538","00:01:21,498",Here we are.,0,0.0,,,,80.54,81.5
25,"00:01:22,123","00:01:23,333",Los Angeles.,0,0.0,,,,82.12,83.33
26,"00:01:24,667","00:01:25,960",The world capital of...,0,0.0,,,,84.67,85.96
27,"00:01:26,711","00:01:28,088",rape and dick breath.,1,2.8499999999999943,"#6, ","88.01, ","90.86, ",86.71,88.09
28,"00:01:32,050","00:01:33,885",The fuck has been going on out here?,2,2.1199999999999903,"#7, #8, ","93.51, 95.78, ","94.41, 97.0, ",92.05,93.89
29,"00:01:38,264","00:01:39,182",Keeps getting worse.,0,0.0,,,,98.26,99.18
30,"00:01:39,265","00:01:42,185","Just when you think it can't get worse, they got Charlie Rose today.",1,1.9500000000000028,"#9, ","104.1, ","106.05, ",99.27,102.19
31,"00:01:47,232","00:01:49,943",It's going to be a quiet morning on the news tomorrow.,2,4.11999999999999,"#10, #11, ","109.37, 111.48, ","111.24, 113.73, ",107.23,109.94
32,"00:01:54,072","00:01:56,407",Charlie Rose. Who's next? Captain Kangaroo?,1,1.0900000000000034,"#12, ","116.45, ","117.54, ",114.07,116.41
33,"00:01:57,408","00:02:01,830",Everybody is raping like hotcakes.,1,1.269999999999996,"#13, ","121.79, ","123.06, ",117.41,121.83
34,"00:02:03,414","00:02:05,375","I, for one, am starting to get worried.",1,0.6700000000000017,"#14, ","125.69, ","126.36, ",123.41,125.38
35,"00:02:06,960","00:02:09,045","You know, I've been in show business 30 years.",0,0.0,,,,126.96,129.04
36,"00:02:09,546","00:02:11,506",I had no idea how much danger I was in.,1,3.6599999999999966,"#15, ","131.35, ","135.01, ",129.55,131.51
37,"00:02:16,010","00:02:17,595",It's really some scary shit.,0,0.0,,,,136.01,137.59
38,"00:02:19,472","00:02:20,390",I gotta tell you.,0,0.0,,,,139.47,140.39
39,"00:02:21,474","00:02:24,310",Harvey Weinstein's probably the first person that I ever,0,0.0,,,,141.47,144.31
40,"00:02:24,769","00:02:26,729","looked at a photograph of and was like,",0,0.0,,,,144.77,146.73
41,"00:02:27,063","00:02:28,106","""Yeah, he rapes.""",1,1.289999999999992,"#16, ","148.12, ","149.41, ",147.06,148.11
42,"00:02:32,735","00:02:35,155",I'm not sure this motherfucker has a choice.,0,0.0,,,,152.74,155.16
43,"00:02:37,949","00:02:39,450",Not a handsome man.,1,0.8199999999999932,"#17, ","159.22, ","160.04, ",157.95,159.45
44,"00:02:39,909","00:02:42,412",A lot of meat and extra skin on his face.,0,0.0,,,,159.91,162.41
45,"00:02:46,791","00:02:48,793","Yeah, he's ugly. You know, the sad part is",0,0.0,,,,166.79,168.79
46,"00:02:48,877","00:02:52,297","he's done so well in life, he probably doesn't know he's ugly.",0,0.0,,,,168.88,172.3
47,"00:02:53,673","00:02:56,217","You know, when you're good-looking, everybody will tell you.",0,0.0,,,,173.67,176.22
48,"00:02:56,301","00:02:58,553","""Oh, you look wonderful, you're so great looking.""",0,0.0,,,,176.3,178.55
49,"00:02:58,970","00:03:00,180",But when you're ugly.,0,0.0,,,,178.97,180.18
50,"00:03:01,514","00:03:03,683",You gotta figure that shit out for yourself.,1,1.7299999999999898,"#18, ","183.4, ","185.13, ",181.51,183.68
51,"00:03:05,310","00:03:08,146","It's a lot of putting clues together, really is.",0,0.0,,,,185.31,188.15
52,"00:03:08,479","00:03:11,941","""Why am I not getting in the club? I got all the right shit on.""",1,2.6200000000000045,"#19, ","191.5, ","194.12, ",188.48,191.94
53,"00:03:20,575","00:03:23,369","If it was Brad Pitt doing that shit, you wouldn't have heard a peep.",0,0.0,,,,200.57,203.37
54,"00:03:24,829","00:03:27,207","Girl would've just come back down like, ""I got the part.""",2,5.009999999999991,"#20, #21, ","206.77, 211.04, ","210.26, 212.56, ",204.83,207.21
55,"00:03:33,129","00:03:34,005",Yuck!,0,0.0,,,,213.13,214.0
56,"00:03:34,088","00:03:35,006",Good one.,1,0.8899999999999864,"#22, ","215.27, ","216.16, ",214.09,215.01
57,"00:03:37,258","00:03:40,762","Yet, and yet, it is important that I acknowledge ladies.",0,0.0,,,,217.26,220.76
58,"00:03:41,262","00:03:44,015",You are absolutely right.,0,0.0,,,,221.26,224.01
59,"00:03:44,641","00:03:45,558",There you go.,0,0.0,,,,224.64,225.56
60,"00:03:48,144","00:03:51,564","And we gotta all be mindful of that, guys, because...",0,0.0,,,,228.14,231.56
61,"00:03:52,273","00:03:55,235",this could have happened to any of us. It could of happened to me.,0,0.0,,,,232.27,235.24
62,"00:03:55,526","00:03:56,444",I can see that.,0,0.0,,,,235.53,236.44
63,"00:03:57,320","00:04:01,574","I see myself showing up, ""Hi, I'm here for my three a.m. with Mr. Weinstein.""",3,5.310000000000002,"#23, #24, #25, ","241.6, 244.59, 247.49, ","243.38, 246.87, 248.74, ",237.32,241.57
64,"00:04:07,956","00:04:10,541","""Hey, Harvey, I got your text. I'm here to talk about the script.""",1,2.3100000000000023,"#26, ","250.47, ","252.78, ",247.96,250.54
65,"00:04:13,044","00:04:16,881","""Seems like it's going to be hard to read in candlelight, but I guess I could try.""",2,2.049999999999983,"#27, #28, ","255.59, 260.83, ","257.08, 261.39, ",253.04,256.88
66,"00:04:22,887","00:04:25,682",Sound like a fucking nightmare. Could you imagine that shit? Could you imagine you was in a business meeting and a motherfucker,0,0.0,,,,262.89,265.68
67,"00:04:30,103","00:04:31,479",pulled their dick out?,1,2.1300000000000523,"#29, ","271.59, ","273.72, ",270.1,271.48
68,"00:04:33,606","00:04:35,566","In the middle of the meeting? I'd be like, ""Yo!",1,0.9399999999999977,"#30, ","275.29, ","276.23, ",273.61,275.57
69,"00:04:36,317","00:04:39,904","Yo, my man, that is the most unprofessional shit I've ever seen.",1,1.5,"#31, ","279.03, ","280.53, ",276.32,279.9
70,"00:04:39,988","00:04:41,489","In all my days.""",1,2.6499999999999773,"#32, ","281.86, ","284.51, ",279.99,281.49
71,"00:04:45,285","00:04:47,287","""Just let me finish, Dave Chappelle.""",1,1.5199999999999818,"#33, ","287.42, ","288.94, ",285.29,287.29
72,"00:04:48,663","00:04:51,624","""I'll put you in all three <i>Lord of the Rings.</i>""",1,1.5600000000000023,"#34, ","295.16, ","296.72, ",288.66,291.62
73,"00:04:58,673","00:05:00,800","""Hurry up, nigga. I have other meetings, you know.""",1,2.9399999999999977,"#35, ","300.05, ","302.99, ",298.67,300.8
74,"00:05:02,844","00:05:05,596","""I have a 4:30 a.m. at Brett Ratner's house, and uh...""",1,3.2600000000000477,"#36, ","304.71, ","307.97, ",302.84,305.6
75,"00:05:08,558","00:05:10,476","""I believe it's a wardrobe fitting.""",3,4.600000000000023,"#37, #38, #39, ","310.44, 312.88, 315.42, ","312.17, 313.99, 317.18, ",308.56,310.48
76,"00:05:19,277","00:05:20,153",Wow.,0,0.0,,,,319.28,320.15
77,"00:05:21,279","00:05:24,991","I mean, it is really bad out here, isn't it?",0,0.0,,,,321.28,324.99
78,"00:05:25,700","00:05:28,703","Kevin Spacey is out here, grabbing men by the pussy.",2,1.8800000000000523,"#40, #41, ","328.65, 330.77, ","330.0, 331.3, ",325.7,328.7
79,"00:05:31,039","00:05:32,915",I didn't even know that was possible.,0,0.0,,,,331.04,332.92
80,"00:05:33,916","00:05:35,251",Jesus Christ.,1,1.740000000000009,"#42, ","336.34, ","338.08, ",333.92,335.25
